Region;Brott;Period;År;Antal;/100 000 inv
Stadsområde Centrum (Gbg);3 kap. Brott mot liv och hälsa;År;2022;2171;1128
Stadsområde Centrum (Gbg);3-7 kap. Brott mot person;År;2020;..;..
Stadsområde Centrum (Gbg);3-7 kap. Brott mot person;År;2021;..;..
Stadsområde Centrum (Gbg);3-7 kap. Brott mot person;År;2022;..;..
Stadsområde Centrum (Gbg);4 kap. Brott mot frihet och frid;År;2020;0;0
Stadsområde Centrum (Gbg);4 kap. Brott mot frihet och frid;År;2021;2930;1537
Stadsområde Centrum (Gbg);4 kap. Brott mot frihet och frid;År;2022;2894;1503
Stadsområde Centrum (Gbg);3-7 kap. Brott mot person;År;2020;..;..
Stadsområde Centrum (Gbg);3-7 kap. Brott mot person;År;2021;..;..
Stadsområde Centrum (Gbg);3-7 kap. Brott mot person;År;2022;..;..
Stadsområde Centrum (Gbg);5 kap. Ärekränkningsbrott;År;2020;0;0
Stadsområde Centrum (Gbg);5 kap. Ärekränkningsbrott;År;2021;160;84
Stadsområde Centrum (Gbg);5 kap. Ärekränkningsbrott;År;2022;137;71
Stadsområde Centrum (Gbg);3-7 kap. Brott mot person;År;2020;..;..
