Skolenhetskod;Skolenhetsnamn;Huvudman_Namn
31630688;Introduktionsskolan;VÄSTERÅS KOMMUN
22030533;Bankeryds Kyrkskola;JÖNKÖPINGS KOMMUN
43374949;Startskolan NSG;MALMÖ KOMMUN
85506411;Skånska Småstadens Kulturskola;Skånska Småstadens Kulturskolas Ekonomiska förening
94309683;Friskolan Vivamus;FRISKOLAN VIVAMUS AB
86281929;Påskbergsskolan 3 och fritidshem;VARBERGS KOMMUN
23555409;Grillska Gymnasiet Eskilstuna;STADSMISSIONENS SKOLSTIFTELSE
36480690;Grillska Gymnasiet Uppsala;STADSMISSIONENS SKOLSTIFTELSE
49739986;Grillska Gymnasiet Örebro;STADSMISSIONENS SKOLSTIFTELSE
29868932;Brösarps skola;TOMELILLA KOMMUN
15180524;Central Insamlingsenhet Kommunal verksamhet;LJUNGBY KOMMUN
59725501;Stödverksamheter;GÄVLE KOMMUN
48621790;Vilhelmina Lärcentrum SFI;VILHELMINA KOMMUN
40712346;Vilhelmina Lärcentrum komvux;VILHELMINA KOMMUN
98577323;Vilhelmina Lärcentrum särvux;VILHELMINA KOMMUN
26879428;Fröviskolan;HÖGSBY KOMMUN
36322706;Hjortsbergaskolan;ALVESTA KOMMUN
64505955;The Intern. School of Älmhult;ÄLMHULTS KOMMUN
12026626;Tynneredsskolan;GÖTEBORGS KOMMUN
96572078;Grevegårdsskolan F-år 6;GÖTEBORGS KOMMUN
84010916;Linnéskolan;UPPSALA KOMMUN
82074262;Midgårdsskolan GS Nat;UMEÅ KOMMUN
47108212;Allvar Gullstrandgymnasiet;LANDSKRONA KOMMUN
67924816;Katedralskolan 3;VÄXJÖ KOMMUN
13469322;Ekbackens skola;FLENS KOMMUN
35609364;Enebyskolan 2;NORRKÖPINGS KOMMUN
98780126;Flatåsskolan 3;GÖTEBORGS KOMMUN
75757301;Center för Språkintroduktion Stora Holm 1;GÖTEBORGS KOMMUN
12539646;Center för Språkintroduktion Stora Holm 2;GÖTEBORGS KOMMUN
54656817;Västra Engelbrektsskolan 7-9;ÖREBRO KOMMUN
51219919;Alléskolan;REGION GOTLAND
61490754;Rytmus Norrköping;Rytmus AB
20620556;Pihlskolan gymnasium;HÄLLEFORS KOMMUN
43466167;Järnboås skola;NORA KOMMUN
29963998;Ås skola;NORA KOMMUN
27928506;Orionskolan;STIFTELSEN ORIONSKOLAN
40528523;Sunne gymnasiesärskola;SUNNE KOMMUN
62046180;Järvenskolan 7-9;ARVIKA KOMMUN
77547934;Vikene skola;ARVIKA KOMMUN
88275673;VUX, SFI;SKELLEFTEÅ KOMMUN
16490220;Hedda Wisingskolan;HÄRNÖSANDS KOMMUN
89879483;Hagenskolan;HABO KOMMUN
14475229;Borgen resursskola;TRELLEBORGS KOMMUN
78545915;Gislövs resursskola;TRELLEBORGS KOMMUN
17226277;Gylle resursskola;TRELLEBORGS KOMMUN
81998794;Komvux Burlöv;BURLÖVS KOMMUN
73416853;Gymnasieutbildningen i Burlöv;BURLÖVS KOMMUN
66054000;Komvux, SFI;BURLÖVS KOMMUN
70660980;Elfhems gymnasium;LILLA EDETS KOMMUN
89053805;Fastebolskolan;JÄRFÄLLA KOMMUN
97184063;Högbyskolan;JÄRFÄLLA KOMMUN
99527239;Hällesåkersskolan;MÖLNDALS KOMMUN
53756470;Kommunal vuxenutbildning 2;HALMSTADS KOMMUN
49276049;Kommunal vuxenutbildning 3;HALMSTADS KOMMUN
99373839;Ekebyhovskolan;EKERÖ KOMMUN
39195819;Sanduddens skola;EKERÖ KOMMUN
62707060;Skälbyskolan;JÄRFÄLLA KOMMUN
83880062;Hagaskolan;KUNGSÖRS KOMMUN
52813957;Allhamra Gymnasieskola, sär;KINDA KOMMUN
93150247;Enheten för flerspråkighet;NÄSSJÖ KOMMUN
10104638;Hultetskolan;NÄSSJÖ KOMMUN
74200315;Stehagskolan;ESLÖVS KOMMUN
10583321;Marieskolan;ESLÖVS KOMMUN
35921642;MiROi I-learning AB;NÄSSJÖ KOMMUN
88216112;Nässjö lärcenter;NÄSSJÖ KOMMUN
80711021;Kungsmadskolan 2;VÄXJÖ KOMMUN
87422942;Dalstorpskolan;TRANEMO KOMMUN
82023614;Grimsåsskolan;TRANEMO KOMMUN
66346906;Blåsmarks skola;PITEÅ KOMMUN
36698817;Ljungfälleskolan;VÄXJÖ KOMMUN
47307357;Sörgårdsskolan;VAGGERYDS KOMMUN
35044617;Hjortsjöskolan F-3;VAGGERYDS KOMMUN
74830111;Folkuniversitetet SFI Solna;SOLNA KOMMUN
56172394;Liljaskolan, särvux;VÄNNÄS KOMMUN
87665835;Strandskolan;TYRESÖ KOMMUN
78020950;Fredhemskolan;HALLSTAHAMMARS KOMMUN
22794178;Slagnäs skola;ARJEPLOGS KOMMUN
32515812;Naturbruksgymn/komvux Dingle;VÄSTRA GÖTALANDSREGIONEN
74100821;Östra Skolan;SÖDERHAMNS KOMMUN
41433169;Djurgårdsskolan 7-9;KRISTINEHAMNS KOMMUN
39302565;Lindeskolan LS 3;LINDESBERGS KOMMUN
75082280;Lindeskolan LS 1;LINDESBERGS KOMMUN
91195556;Ankarskolan 4-5 och fritidshem;VARBERGS KOMMUN
86270784;Naturbruksgymn/komvux Nuntorp;VÄSTRA GÖTALANDSREGIONEN
82384835;Djurgårdsskolan1 ;ESKILSTUNA KOMMUN
34148803;Djurgårdsskolan1 7-9;ESKILSTUNA KOMMUN
74335749;Djurgårdsskolan2 5-6;ESKILSTUNA KOMMUN
56067054;Naturbruksskolan Nuntorp;VÄSTRA GÖTALANDSREGIONEN
47589023;Smaragden;MIBA Learning and Education AB
44944426;Buaskolan F-3 och fritidshem;VARBERGS KOMMUN
36155971;Bläshammar skola förskoleklass och fritidshem;VARBERGS KOMMUN
29887798;Elundskolan;KÖPINGS KOMMUN
24379201;Scheeleskolan;KÖPINGS KOMMUN
79499416;Vildrosen;ESKILSTUNA KOMMUN
21344866;Strömslundsskolan 4-9;TROLLHÄTTANS KOMMUN
43055027;Strömslundsskolan F-3;TROLLHÄTTANS KOMMUN
28257733;Höjebroskolan;LUNDS KOMMUN
96199217;Sjukhusskolan, grund;ESKILSTUNA KOMMUN
93428466;Träningsskolan Hede;HÄRJEDALENS KOMMUN
85514600;Vuxenutbildningen;FÄRGELANDA KOMMUN
85631963;Röinge Gamla skola sär;HÄSSLEHOLMS KOMMUN
62095716;Grytans skola;ÖSTERSUNDS KOMMUN
55823407;Tandsbyns fritidshem;ÖSTERSUNDS KOMMUN
76278008;T4-skolan F-9;HÄSSLEHOLMS KOMMUN
47317570;Månesköldskolan;LIDKÖPINGS KOMMUN
81558435;Guteskolan Södra;Guteskolan AB
42518434;Guteskolan, grundskola;Guteskolan AB
71644999;Snyggatorpsskolan 2;KLIPPANS KOMMUN
83474173;Torsbergsgymnasiet RO5;Hälsinglands Utbildningsförbund
30184045;Träningsärskola;KRISTINEHAMNS KOMMUN
63997677;Mora gymnasium, ro 3;MORA KOMMUN
29700879;Mora gymnasium, ro 4;MORA KOMMUN
25596917;Malmö Idrottsgymnasium Ro1;MALMÖ KOMMUN
32410527;Deje L-M;FORSHAGA KOMMUN
83370133;Hultsfreds gymnasium lärvux;HULTSFREDS KOMMUN
95427242;Äsperödsskolan F-6;UDDEVALLA KOMMUN
68435332;Kv Kungsfågeln, gy.särskola;LULEÅ KOMMUN
52894125;Ringens skola;SOLNA KOMMUN
83454509;Skarpängsskolan;TÄBY KOMMUN
17008320;Ållebergsgymnasiet A;FALKÖPINGS KOMMUN
10460284;Introduktionsskolan;OSKARSHAMNS KOMMUN
74843338;Nyhemsskolan Varbergs Krist sk;Nyhemsskolan-Varbergs Kristna Skola, ekonomisk förening
52844328;Langeska gymnasiet;VÄSTERÅS KOMMUN
17188467;Junibackens skola;LUDVIKA KOMMUN
90820665;Knutsbo skola;LUDVIKA KOMMUN
12767465;Skulltorps skola F-5;PARTILLE KOMMUN
77259307;A Lundkvist utb.centrum/SFI;PERSTORPS KOMMUN
68325321;Artur Lundkvists utb.c./komvux;PERSTORPS KOMMUN
30602363;Ellwynska skolan;KATRINEHOLMS KOMMUN
68505032;Häggviksskolan LSI;SOLLENTUNA KOMMUN
14893560;Gymnasiesärskolan VTR;TORSBY KOMMUN
85589009;Hasslarödsskolan F-9;OSBY KOMMUN
49183995;Hacklehemsskolan;KRISTINEHAMNS KOMMUN
16481707;Kullaviksskolan F-3;KUNGSBACKA KOMMUN
67946840;Parkskolan F-9;OSBY KOMMUN
34457788;Rävemålaskolan;TINGSRYDS KOMMUN
71132008;Finspångs vuxenutb.center kvux;FINSPÅNGS KOMMUN
55795961;Hornavanskolan;ARJEPLOGS KOMMUN
35704931;IK;HJO KOMMUN
88846671;Ljungskileskolan F - 3;UDDEVALLA KOMMUN
40991561;Björkhagsskolan, gymnasium;HOFORS KOMMUN
19722723;Björkhagsskolan, komvux;HOFORS KOMMUN
17314442;Björkhagsskolan, SFI;HOFORS KOMMUN
85105414;Lugnadalskolan;SÄFFLE KOMMUN
37132612;Selma Lagerlöfgymnasiet;LANDSKRONA KOMMUN
87181502;Skogstorps fritidshem;FALKENBERGS KOMMUN
71561651;Tallskolan;LANDSKRONA KOMMUN
91647541;Annelövs skola;LANDSKRONA KOMMUN
53896162;Polhemskolan;LUNDS KOMMUN
24376988;Centralskolan 4-6;GRÄSTORPS KOMMUN
15720147;Björnåkersskolan;SKELLEFTEÅ KOMMUN
60285528;Sannerudsskolan 0-6;KILS KOMMUN
80532455;Torsviks skola 4-6;LIDINGÖ KOMMUN
90564565;Torsviks skola F-3;LIDINGÖ KOMMUN
80327946;Rönnowska skolan;HELSINGBORGS KOMMUN
23897040;Wisbygymnasiet Norr;REGION GOTLAND
97207984;Lidingö gymnasiesärskola;LIDINGÖ KOMMUN
29799085;Wisbygymnasiet Söder;REGION GOTLAND
86829440;Lidingö särvux;LIDINGÖ KOMMUN
49180608;Björnkärrskolan särskola;LINKÖPINGS KOMMUN
36005348;Hagbyskolan särskola;LINKÖPINGS KOMMUN
42965378;Tornhagsskolan särskola;LINKÖPINGS KOMMUN
36760740;Slestadskolan särskola;LINKÖPINGS KOMMUN
45573931;Beringskolan;ÖRKELLJUNGA KOMMUN
68313632;Ekets skola;ÖRKELLJUNGA KOMMUN
98085936;von Reisers skola;ÖRKELLJUNGA KOMMUN
51928241;Mottagningsenhet;KRISTINEHAMNS KOMMUN
96818167;Lindeskolan LS 4;LINDESBERGS KOMMUN
75939593;Gymnasieskolan Spyken;LUNDS KOMMUN
82520235;Centrumskolan;HALMSTADS KOMMUN
48724676;Kronängsskolan;VAXHOLMS KOMMUN
63655246;Central Insamlingsenhet Kommunal verksamhet;ORSA KOMMUN
62177293;Sandagymnasiet RO 1;JÖNKÖPINGS KOMMUN
20323435;Sandagymnasiet RO 2;JÖNKÖPINGS KOMMUN
46137123;Sandagymnasiet RO 4;JÖNKÖPINGS KOMMUN
12758307;Kläppenskolan;LULEÅ KOMMUN
76000192;Hemängsskolan;LULEÅ KOMMUN
63287550;Bräcke skola;BRÄCKE KOMMUN
26311792;Särsk. Östlyckeskolan;ALINGSÅS KOMMUN
45874608;Bålbro skola;NORRTÄLJE KOMMUN
97096475;Ro Integrerade särskoleelever;NORRTÄLJE KOMMUN
59106868;Central Insamlingsenhet Enskild verksamhet;MALUNG-SÄLENS KOMMUN
24238863;Gripenbergs skola;TRANÅS KOMMUN
33228563;Linderås skola;TRANÅS KOMMUN
81343555;Sommens skola;TRANÅS KOMMUN
33998028;Central Insamlingsenhet;LERUMS KOMMUN
66898379;Vansbro Lärcentrum särvux;Västerdalarnas utbildningsförbund
24106787;Vansbro Lärcentrum, SFI;Västerdalarnas utbildningsförbund
82193704;Mimers Hus Gymnasium 1;KUNGÄLVS KOMMUN
66368167;Mimers Hus Gymnasium 2;KUNGÄLVS KOMMUN
55785999;Mimers Hus Gymnasium 3;KUNGÄLVS KOMMUN
36581179;Gislaveds gymn Introduktionspr;GISLAVEDS KOMMUN
33161371;Ekerydsskolan;OLOFSTRÖMS KOMMUN
69288110;Thoren Innovation School Lidköping;Tekniska Gymnasiet i Sverige AB
34428236;Torslandaskolan F-5 spår A;GÖTEBORGS KOMMUN
28459364;Eketånga Montessoriskola;IDEELLA FÖRENINGEN EKETÅNGA MONTESSORISKOLA
23757669;Pär Lagerkvistskolan F-6;VÄXJÖ KOMMUN
14682892;Valstaskolan 4-6;SIGTUNA KOMMUN
83532691;Vuxenutbildning Helsingborg externa anordnare;HELSINGBORGS KOMMUN
66533280;Grennaskolan GR;JÖNKÖPINGS KOMMUN
72678610;Fristadsskolan;ESKILSTUNA KOMMUN
73793883;Ektorpsskolan 3;NORRKÖPINGS KOMMUN
82989546;Gullhedskolan;SANDVIKENS KOMMUN
89342887;Jäderfors skola;SANDVIKENS KOMMUN
92306906;Vallhovskolan;SANDVIKENS KOMMUN
29410344;Kungsholmens grundskola;STOCKHOLMS KOMMUN
15838696;Fredricelundsskolan;KARLSTADS KOMMUN
93281974;Almåsgymnasiet B;BORÅS KOMMUN
64284020;Viskastrandsgymnasiet B;BORÅS KOMMUN
24710426;Norrbergsskolan;VAXHOLMS KOMMUN
50411855;Storstugan;VAXHOLMS KOMMUN
29032881;Mosjö skola;ÖREBRO KOMMUN
50260885;Mottagningsskolan i Ystad;YSTAD KOMMUN
31175991;Torbjörntorpsskolan;FALKÖPINGS KOMMUN
76204099;LBS Ljud & Bildskolan Motala;LJUD & BILDSKOLAN LBS AB
77680889;Grundvux, S:t Olofsskolan;NORRKÖPINGS KOMMUN
77407348;Hagaskolan Förskoleklass;UMEÅ KOMMUN
34848695;Ester Mosessons gymnasium 3;GÖTEBORGS KOMMUN
25872338;Angeredsgymnasiet 4;GÖTEBORGS KOMMUN
40035084;Bergaskolan;MALMÖ KOMMUN
12636945;Bäckagårdsskolan;MALMÖ KOMMUN
69234477;Risebergaskolan;MALMÖ KOMMUN
85873919;Rudsskolan 4-6;KARLSTADS KOMMUN
39280013;Bollebygdskolan F-3;BOLLEBYGDS KOMMUN
31503822;Mottagningsskolan;NORRKÖPINGS KOMMUN
59316720;Spånga Gymnasium 59316720;STOCKHOLMS KOMMUN
13662872;Komvux Mönsterås, särvux;MÖNSTERÅS KOMMUN
29339296;Mönsteråsgymnasiet, IM;MÖNSTERÅS KOMMUN
14184343;Lärvux i Timrå;TIMRÅ KOMMUN
28058553;Svenskundervisning för invandrare;TIMRÅ KOMMUN
63741535;Sandviks skola;UMEÅ KOMMUN
52268692;Fagerviks skola F-2;NYNÄSHAMNS KOMMUN
93892678;Sandbäcksskolan 1;KATRINEHOLMS KOMMUN
11033803;Stenstansgymnasiet i Sundsvall;Honesta Skolutveckling AB
13510547;Kiörningskolan;HÄRNÖSANDS KOMMUN
51904907;Murbergsskolan 7-9;HÄRNÖSANDS KOMMUN
16211359;Brännanskolan;SKELLEFTEÅ KOMMUN
83155671;Flerspråksenheten ;VÄXJÖ KOMMUN
69097876;Bräckeskolan F-2;GÖTEBORGS KOMMUN
90716191;Östergårdsskolan 4;HALMSTADS KOMMUN
74014148;Moskolan;ÖRNSKÖLDSVIKS KOMMUN
59575030;Strömbacka Hugin;PITEÅ KOMMUN
28025244;Strömbacka Munin;PITEÅ KOMMUN
51624696;Mimers Hus Gymnasium 4;KUNGÄLVS KOMMUN
19454941;Fryshusets gysär;STIFTELSEN FRYSHUSET
72035009;Westmannaskolan;LINKÖPINGS KOMMUN
70004572;Häggviks Gymnasium Södra;Utvecklingspedagogik Sverige Aktiebolag
81862260;Svedenskolan Mälarhöjden 7-9;Utvecklingspedagogik Sverige Aktiebolag
56446897;Malmö International School;MALMÖ KOMMUN
64270497;Vildmarksgymnasiet;HYLTE KOMMUN
15938431;Traineegymnasiet;HYLTE KOMMUN
46412904;Central enhet: Skrea församling - Senapskornet Skrea fritidshem;FALKENBERGS KOMMUN
43313654;Ekebyskolan Vuxenutbildning;UPPSALA KOMMUN
22738124;Prolympia, Åkersberga;Prolympia AB
37521771;Språkcentrum;KARLSKRONA KOMMUN
74277966;Central Insamlingsenhet;VINGÅKERS KOMMUN
11969998;Resurscentrum;PITEÅ KOMMUN
31112941;Vuxenutbildning;ANEBY KOMMUN
38526011;Eddaskolan;SIGTUNA KOMMUN
24663703;S:t Eriks gymnasium 24663703;STOCKHOLMS KOMMUN
53205127;Burgårdens utbildningscentrum 6;GÖTEBORGS KOMMUN
44417214;Leksands gymnasium;LEKSANDS KOMMUN
89030970;Barn-och utbildningsförvaltningen;KARLSBORGS KOMMUN
70347085;Central Insamlingsenhet Enskild verksamhet;BÅSTADS KOMMUN
88076147;Rödebyskolan F-6;KARLSKRONA KOMMUN
28914847;Norrflärkeskolan;ÖRNSKÖLDSVIKS KOMMUN
53295831;Komvux Värmdö;VÄRMDÖ KOMMUN
12375080;Central Insamlingsenhet Kommunal verksamhet;VÄSTERVIKS KOMMUN
31592648;Sjukhusskolan;JÖNKÖPINGS KOMMUN
83853256;Solåsskolan;JÖNKÖPINGS KOMMUN
47713750;Central Insamlingsenhet Kommunal verksamhet;SOLNA KOMMUN
63331937;Central Insamlingsenhet;HÖGSBY KOMMUN
18617410;Strömbacka Mimer;PITEÅ KOMMUN
21271638;Byggymnasiet gymnasiesärskola;MALMÖ KOMMUN
13629237;Central insamlingsenhet Enskild;KRISTINEHAMNS KOMMUN
82948911;Central Insamlingsenhet Kommunal verksamhet;KRISTINEHAMNS KOMMUN
54353476;Malung-sälens vuxenutbildning;Västerdalarnas utbildningsförbund
76009545;Vasa grundsärskola;LUDVIKA KOMMUN
47986219;Futuraskolan International Rådan;FUTURASKOLAN AB
69067954;Alneskolan F-4;ÖRNSKÖLDSVIKS KOMMUN
80221984;Järvedskolan;ÖRNSKÖLDSVIKS KOMMUN
12881185;Mellanselskolan;ÖRNSKÖLDSVIKS KOMMUN
62962458;Central Insamlingsenhet Kommunal verksamhet;VILHELMINA KOMMUN
53226639;Kärraskolan 4-6 och grundsärskola 1-9;GÖTEBORGS KOMMUN
25636648;Fryxellska skolan;SUNNE KOMMUN
11777750;Saltsjöbadens samskola;NACKA KOMMUN
84884375;Myrsjöskolan;NACKA KOMMUN
66266625;Örkelljunga grundsärskola F-6;ÖRKELLJUNGA KOMMUN
53640774;Sjölins Gymnasium Göteborg;Sjölins Gymnasium AB
19534908;SFI;ÄLVSBYNS KOMMUN
12789682;Grundsärskolan Arenaskolan;KARLSKRONA KOMMUN
22106773;Hindens Skola;PYSSLINGEN FÖRSKOLOR OCH SKOLOR AB
80279374;Grundsärskolan;MARKARYDS KOMMUN
87377212;JENSEN grundskola Vasastan Sthlm;JENSEN EDUCATION COLLEGE AB
62394916;Rudbecksgymnasiet RGD-RGH;ÖREBRO KOMMUN
83188264;St Persskolans grundsärskola;VADSTENA KOMMUN
43318533;Arlandagymnasiet 6;SIGTUNA KOMMUN
31771188;Hagagymnasiet skolenhet gul;NORRKÖPINGS KOMMUN
77632411;Internationella Engelska Gymnasiet Södermalm;Internationella Engelska Skolan i Sverige AB
58354320;Internationella Engelska Skolan Borås;Internationella Engelska Skolan i Sverige AB
86499334;Internationella Engelska Skolan Jönköping;Internationella Engelska Skolan i Sverige AB
54802332;Internationella Engelska Skolan Sundsvall;Internationella Engelska Skolan i Sverige AB
23908629;Internationella Engelska Skolan Örebro;Internationella Engelska Skolan i Sverige AB
90732940;Internationella Engelska Skolan Bromma;Internationella Engelska Skolan i Sverige AB
65064326;Särvux;ORUST KOMMUN
91995366;SFI/Vux;ORUST KOMMUN
98705470;Sv Interkulturella grundskolan;Interkulturell Utbildning i Stockholm AB
54332260;Central Insamlingsenhet;ÅNGE KOMMUN
24047305;Wendesgymnasiet IM;KRISTIANSTADS KOMMUN
76532989;Malenagymnasiet, Rektorsområde 2;SJÖBO KOMMUN
16064564;Bjärehovskolan LM;LOMMA KOMMUN
77172188;Jon Jespersskolan;GRÄSTORPS KOMMUN
38559142;Korrespondensgymnasiet/komvux;TORSÅS KOMMUN
72904494;Vuxenundervisningen Hagagymnasiet;NORRKÖPINGS KOMMUN
23757740;SFI;BODENS KOMMUN
39053251;Särvux;BODENS KOMMUN
65480597;Sär Stureskolan;BODENS KOMMUN
94757519;Kommunal vuxenutbildning;ÅSELE KOMMUN
56562631;Fredrika skola;ÅSELE KOMMUN
95649680;Morkarlbyhöjdens skola 7-9;MORA KOMMUN
20612155;Stora Skedvi skola;SÄTERS KOMMUN
60111640;Klockarskolan;SÄTERS KOMMUN
91907164;Skånhällaskolan 7-9;MÖLNDALS KOMMUN
28334511;Fäladsskolan;MALMÖ KOMMUN
34330661;Satellitskolan;MALMÖ KOMMUN
55904483;Mottagningsenheten;KLIPPANS KOMMUN
87313898;Alborga skola;GÄVLE KOMMUN
55373417;Bergby Centralskola 1-9;GÄVLE KOMMUN
41333982;Björke skola;GÄVLE KOMMUN
47347348;Forsbacka skola;GÄVLE KOMMUN
31296560;Hagaströms skola;GÄVLE KOMMUN
20872848;Hedesunda skola;GÄVLE KOMMUN
21439131;Lilla Sätraskolan;GÄVLE KOMMUN
55989559;Ludvigsbergsskolan;GÄVLE KOMMUN
93378411;Milboskolan;GÄVLE KOMMUN
40944032;Nynässkolan 7-9;GÄVLE KOMMUN
80177526;Sofiedalskolan;GÄVLE KOMMUN
91652716;Stigslunds skola;GÄVLE KOMMUN
53246486;Strömsbro skola;GÄVLE KOMMUN
70120191;Trödje skola;GÄVLE KOMMUN
28831906;Ulvsäterskolan;GÄVLE KOMMUN
28017179;Ytterharnäs skola;GÄVLE KOMMUN
78748400;Åbyggeby skola;GÄVLE KOMMUN
53737995;Sandbäcksskolan;KATRINEHOLMS KOMMUN
37140962;Malmens friskola;MALMENS FRISKOLA AB
24142153;Futuraskolan International Bergtorp;FUTURASKOLAN AB
44886191;Blankebäcksskolan;MALMÖ KOMMUN
40193182;NVU, Brinellskolan, komvux;NORRA VÄSTMANLANDS UTBILDNINGSFÖRBUND
82060950;Mikael Elias Gymnasium, Eskilstuna;KLARA Gymnasium Lärande AB
24166403;Kunskapsforum/Särvux;HÖGANÄS KOMMUN
69238669;Solanderskolan Hörsel/Stöd;PITEÅ KOMMUN
45144965;Johannebergsskolan;GÖTEBORGS KOMMUN
39474355;Hägernäs Strandskolan;Termino C 2601 AB
49419007;Liljanskolan;LILJANS SKOLSAMVERKAN AB
82438535;Snitz Grundskola Nacka;Swedish Education Group AB
62862066;Helenelundsskolan;SOLLENTUNA KOMMUN
39907811;Sofielundsskolan;SOLLENTUNA KOMMUN
65017107;Godegård skola;MOTALA KOMMUN
10438095;Mora vuxenutbildning, ro 5 SFI;MORA KOMMUN
97526221;Mora vuxenutbildning, ro5 komvux;MORA KOMMUN
47680366;Forum Ystad särvux;YSTAD KOMMUN
75150461;UngMalmö;MALMÖ KOMMUN
41081474;Nyeds skola;KARLSTADS KOMMUN
77568547;Västerås Waldorfskola, gymn;STIFTELSEN ALMASKOLAN
39814355;Garhytteskolan;LJUSNARSBERGS KOMMUN
87499890;Ersängsskolan 7-9Z;UMEÅ KOMMUN
12198363;Virginska gymnasiet RGD-RGH;ÖREBRO KOMMUN
56103239;Håslövs byaskola;Pimapos skola och fritids AB
86372561;Kunskapscompaniets Gymnasium i Västerås;Kunskapscompaniet Gymnasium KCGY AB
66301878;Enheten för språk och kultur;BOTKYRKA KOMMUN
45580855;Midgårdsskolan ESFILVE;UMEÅ KOMMUN
46122886;Umeå gymnasieskola SI;UMEÅ KOMMUN
93669532;Västra gymnasiet IM;UMEÅ KOMMUN
64396519;Brodalsskolan;JÖNKÖPINGS KOMMUN
19989087;Modersmålsenheten;JÖNKÖPINGS KOMMUN
23434523;Slättenskolan;JÖNKÖPINGS KOMMUN
52705247;Lejongymnasiet;Sista versen 43861 AB
39408747;Grundsärskolan;LANDSKRONA KOMMUN
72828905;Resurscentrum;LANDSKRONA KOMMUN
94270954;Borgviks skola;Borgviks skola Ekonomisk förening
91461159;Sävar skola 2 (åk F-3);UMEÅ KOMMUN
37864129;Sävar skola 3 (åk 4-6);UMEÅ KOMMUN
62677883;Åby skola;VÄXJÖ KOMMUN
21706410;Östra Lugnets skola;VÄXJÖ KOMMUN
14732206;Stenbockskolan L;BOXHOLMS KOMMUN
71843145;Stenbockskolan MH;BOXHOLMS KOMMUN
38553494;Hagabodaskolan;HABO KOMMUN
23544320;Minervagymnasium;MINERVASKOLAN I UMEÅ AB
80167319;Nytorps Hästgymnasium;Nytorps Hästgymnasium AB
97509989;Söderslättsgymnasiet Ro 4;TRELLEBORGS KOMMUN
22186991;Antilopenskolan;KLIPPANS KOMMUN
58822124;Karlstorpsskolan F-3;TROLLHÄTTANS KOMMUN
78659008;Tenhults naturbruksgymnasium;REGION JÖNKÖPINGS LÄN
58712142;Dalslundskolan 7-9;BURLÖVS KOMMUN
65951625;Kordelia Friskola AB;Kordelia friskola AB
43873969;Skvaderns gymnasieskola;NORRLIDENS KUNSKAPSCENTRUM AB
12935859;Rosenfeldtskolan F-6;KARLSKRONA KOMMUN
21608206;Sunnadalskolan F-9;KARLSKRONA KOMMUN
28294697;Central Insamlingsenhet Kommunal verksamhet;ARBOGA KOMMUN
43859477;Österslättsskolan;KARLSHAMNS KOMMUN
26281697;Montessoriskolan - Gustafslund;Montessori i Norrtälje AB
39130058;Montessoriskolan - Vigelsjö;Montessori i Norrtälje AB
81746027;Björkö-Arholma skola;NORRTÄLJE KOMMUN
66489484;SFI Salem;SALEMS KOMMUN
75599504;Malmö Friskola;MALMÖ FRISKOLA AB
76464390;Gymnasiesärskola;ÖVERTORNEÅ KOMMUN
43367445;Gullvivaskolan;STEG för framtiden Aktiebolag
31319179;Karlbergsskolan;KÖPINGS KOMMUN
90579867;Östanåsskolan;KÖPINGS KOMMUN
18273641;Fors skola;AVESTA KOMMUN
68920727;AlmaAkademin;FOLKUNIVERSITETET STIFTELSEN KURSVER KSAMHETEN VID GÖTEBORGS UNIVERSITET
24445412;Nils Holgerssonskolan;FÖRÄLDRAKOOPERATIVET NILS HOLGERSSONSKOLAN EK FÖ
20763964;Hedda Anderssongymnasiet;LUNDS KOMMUN
56639389;Katedralskolan;LUNDS KOMMUN
26642139;Birgittaskolan;SPECIALPEDAGOGISKA SKOLMYNDIGHETEN
21996861;Enh. för vuxnas lärande, SFI;SALA KOMMUN
35963694;Cederbergsskolan F-3;KROKOMS KOMMUN
21532545;IT-Gymnasiet Åkersberga;NTI Gymnasiet Ellips AB
41478446;Sulviks skola;ARVIKA KOMMUN
28247720;Sameskolan Kiruna;SAMESKOLSTYRELSEN
66475520;Träkvista skola;EKERÖ KOMMUN
10100155;Lilleskogs skola;LIDKÖPINGS KOMMUN
65318157;Stenhammarskolan;LIDKÖPINGS KOMMUN
85966004;Slottshöjdens Skola;AKTIEBOLAGET SLOTTSHÖJDENS FÖRSKOLOR
67279303;Välkommaskolan enhet 4;LAPPLANDS KOMMUNALFÖRBUND
40140183;Gällivare Lärcentra Lärvux;LAPPLANDS KOMMUNALFÖRBUND
70427250;Gällivare Lärcentra;LAPPLANDS KOMMUNALFÖRBUND
54666138;Gällivare Lärcentra, SFI;LAPPLANDS KOMMUNALFÖRBUND
23468345;Kiruna Lärcentra;LAPPLANDS KOMMUNALFÖRBUND
94935572;Kiruna Lärcentra, SFI;LAPPLANDS KOMMUNALFÖRBUND
15232074;Kiruna Lärcentra., särvux;LAPPLANDS KOMMUNALFÖRBUND
57818010;Sär Björknäsgymnasiet;BODENS KOMMUN
69346182;Hornavanskolan/komvux;ARJEPLOGS KOMMUN
41554057;Hornavanskolan/SFI;ARJEPLOGS KOMMUN
53807998;Nyhemsskolan;NÄSSJÖ KOMMUN
19118399;Norråsaskolan;NÄSSJÖ KOMMUN
53832535;Hedensskolan;BODENS KOMMUN
75860725;Mårängskolan;BODENS KOMMUN
